t_ms,hand_ax,hand_ay,hand_az,hand_gx,hand_gy,hand_gz,thumb_ax,thumb_ay,thumb_az,thumb_gx,thumb_gy,thumb_gz,index_ax,index_ay,index_az,index_gx,index_gy,index_gz,middle_ax,middle_ay,middle_az,middle_gx,middle_gy,middle_gz,ring_ax,ring_ay,ring_az,ring_gx,ring_gy,ring_gz,pinky_ax,pinky_ay,pinky_az,pinky_gx,pinky_gy,pinky_gz
93770,0.1184,-0.0946,-0.9811,-0.1678,-1.7700,-0.6104,-2.6541,-1.9301,0.0447,246.0938,14.7552,-11.9019,-0.9792,-0.0007,-0.0143,-0.6256,-328.2471,227.5085,0.0448,1.9688,0.1176,-11.7493,-122.6044,-0.2289,-0.0132,-0.0039,-2.6555,-303.7262,5.6000,246.0938,0.1166,-0.0940,-0.9802,-0.1221,-1.8005,-0.5798
94250,0.1161,-0.0945,-0.9803,-0.1221,-1.7700,-0.5646,-2.6304,-2.9296,0.0449,246.0938,14.5416,-11.7798,-0.9816,-0.0013,-0.0134,-0.5035,-331.6956,102.5696,0.0450,1.9688,0.1151,-11.7188,-122.4976,-0.1984,-0.0131,-0.0054,-2.6548,-428.6652,5.6305,246.0938,0.1162,-0.0935,-0.9799,-0.2441,-1.6785,-0.5646
94730,0.1172,-0.0945,-0.9808,-0.0916,-1.6632,-0.5951,-2.6274,-3.9291,0.0452,246.0938,14.6637,-11.9171,-0.9817,-0.0009,-0.0143,-0.5646,-331.5430,-26.2756,0.0452,1.9688,0.1167,-11.7645,-122.5281,-0.2136,-0.0134,-0.0044,-2.6260,446.3959,5.6610,246.0938,0.1174,-0.0948,-0.9807,-0.1526,-1.6327,-0.5493
95210,0.1163,-0.0958,-0.9813,-0.1373,-1.8158,-0.6104,-2.6555,3.0714,0.0454,246.0938,14.6637,-11.6882,-0.9807,-0.0006,-0.0137,-0.5951,-328.7659,-147.3083,0.0454,1.9688,0.1162,-11.9476,-122.5739,-0.1068,-0.0140,-0.0044,-2.6267,321.4569,5.6915,246.0938,0.1166,-0.0941,-0.9799,-0.1373,-1.7395,-0.6104
95690,0.1161,-0.0941,-0.9796,-0.1068,-1.5869,-0.5951,-2.6538,2.0719,0.0457,246.0938,14.6332,-11.8408,-0.9812,-0.0018,-0.0131,-0.5035,-331.9397,-272.2473,0.0457,1.9688,0.1173,-11.8103,-122.8027,-0.1984,-0.0135,-0.0045,-2.6306,196.5179,5.7220,246.0938,0.1158,-0.0950,-0.9810,-0.1068,-1.6785,-0.5493
96170,0.1179,-0.0931,-0.9799,-0.1678,-1.7090,-0.5035,-2.6257,1.1036,0.0459,246.0938,14.4348,-11.7340,-0.9800,-0.0012,-0.0142,-0.6104,-328.1555,-397.1863,0.0459,1.9688,0.1176,-11.9476,-122.5281,0.0000,-0.0135,-0.0039,-2.6563,71.5790,5.7526,246.0938,0.1171,-0.0927,-0.9813,-0.0916,-1.7700,-0.6714
96650,0.1166,-0.0948,-0.9781,-0.1221,-1.7700,-0.6104,-2.6267,0.0729,0.0461,246.0938,14.7095,-11.6577,-0.9799,-0.0017,-0.0144,-0.4425,-328.3081,477.8748,0.0461,1.9688,0.1182,-11.8561,-122.8027,-0.1526,-0.0144,-0.0039,-2.6265,-57.2662,5.7678,246.0938,0.1171,-0.0944,-0.9802,-0.1068,-1.6937,-0.4730
97130,0.1162,-0.0939,-0.9822,-0.1526,-1.6479,-0.4578,-2.6555,-0.9266,0.0463,246.0938,14.8010,-11.8103,-0.9817,-0.0013,-0.0143,-0.5646,-328.3081,352.9358,0.0464,1.9688,0.1173,-11.8561,-122.6959,-0.1221,-0.0131,-0.0044,-2.6282,-178.2990,5.7983,246.0938,0.1176,-0.0944,-0.9799,-0.1678,-1.7395,-0.5646
97610,0.1173,-0.0935,-0.9796,-0.1984,-1.7395,-0.5798,-2.6523,-1.9261,0.0465,246.0938,14.7247,-11.8866,-0.9814,-0.0006,-0.0131,-0.5646,-328.1860,227.9968,0.0466,1.9688,0.1179,-11.8713,-122.3602,-0.1221,-0.0133,-0.0044,-2.6555,-303.2379,5.8289,246.0938,0.1173,-0.0945,-0.9817,-0.2289,-1.7700,-0.5493
98090,0.1165,-0.0950,-0.9816,-0.0458,-1.8158,-0.5035,-2.6553,-2.9257,0.0468,246.0938,14.6332,-11.8256,-0.9799,-0.0010,-0.0135,-0.5646,-328.2471,106.9641,0.0469,1.9688,0.1156,-11.8103,-122.5281,-0.1678,-0.0139,-0.0054,-2.6533,-428.1769,5.8594,246.0938,0.1179,-0.0927,-0.9814,-0.1984,-1.7395,-0.4883
98570,0.1145,-0.1036,-0.9803,0.1984,-1.9531,-0.9155,-2.6279,-3.9252,0.0470,246.0938,14.7095,-11.7340,-0.9800,-0.0002,-0.0133,-0.6866,-328.8269,-21.8811,0.0470,1.9688,0.1178,-7.8583,-122.7875,-0.0916,-0.0131,-0.0055,-2.6531,446.8842,5.8899,246.0938,0.1166,-0.0946,-0.9819,-0.1678,-1.7700,-0.5035
99049,0.1171,-0.0941,-0.9807,-0.1068,-1.7395,-0.6104,-2.6260,3.0753,0.0472,246.0938,14.8621,-11.6577,-0.9799,-0.0007,-0.0151,-0.5951,-328.8269,-142.9138,0.0472,1.9688,0.1179,-11.6577,-122.4213,-0.3357,-0.0137,-0.0049,-2.6555,321.9452,5.9204,246.0938,0.1167,-0.0941,-0.9797,-0.2289,-1.7090,-0.5798
99530,0.1185,-0.0934,-0.9812,-0.1068,-1.6785,-0.6104,-2.6284,2.0758,0.0475,246.0938,14.6332,-11.7798,-0.9802,-0.0011,-0.0129,-0.5646,-328.3081,-271.7590,0.0475,1.9688,0.1177,-11.8103,-122.6349,-0.1984,-0.0135,-0.0050,-2.6257,197.0062,5.9509,246.0938,0.1166,-0.0945,-0.9768,-0.2899,-1.8768,-0.5646
100010,0.1167,-0.0925,-0.9805,-0.2289,-1.7090,-0.5493,-2.6543,1.0763,0.0477,246.0938,14.6332,-11.6272,-0.9813,-0.0010,-0.0133,-0.5493,-328.4302,-396.6980,0.0477,1.9688,0.1182,-12.1002,-122.6196,-0.2136,-0.0126,-0.0045,-2.6255,75.9735,5.9814,246.0938,0.1161,-0.0948,-0.9811,-0.0916,-1.6785,-0.5951
100490,0.1182,-0.0906,-0.9816,-0.0916,-1.4801,-0.2899,-2.6543,0.0768,0.0480,246.0938,14.4806,-11.9019,-0.9855,0.0000,-0.0137,-0.5646,-332.0313,478.3630,0.0480,1.9688,0.1161,-11.7493,-122.5586,-0.0458,-0.0146,-0.0042,-2.6299,-52.8717,5.9967,246.0938,0.1163,-0.0955,-0.9794,-0.1678,-1.6937,-0.6256
100970,0.1158,-0.0942,-0.9797,-0.1526,-1.6479,-0.4883,-2.6555,-0.9540,0.0481,246.0938,14.6484,-11.9324,-0.9803,-0.0002,-0.0146,-0.5951,-331.5430,353.4241,0.0482,1.9688,0.1168,-11.7340,-122.7722,-0.0763,-0.0142,-0.0050,-2.6272,-173.9044,6.0272,246.0938,0.1161,-0.0964,-0.9807,-0.1068,-1.6785,-0.6409
101450,0.1176,-0.0924,-0.9816,-0.0458,-1.7395,-0.6409,-2.6533,-1.9222,0.0483,246.0938,14.6637,-11.8103,-0.9817,-0.0018,-0.0133,-0.5493,-328.3997,228.4851,0.0485,1.9688,0.1160,-11.8866,-122.4670,-0.1221,-0.0135,-0.0048,-2.6555,-302.7496,6.0577,246.0938,0.1173,-0.0930,-0.9796,-0.1373,-1.7090,-0.5646
101930,0.1173,-0.0951,-0.9797,-0.2289,-1.7853,-0.5798,-2.6255,-2.9218,0.0486,246.0938,14.5264,-11.8713,-0.9806,-0.0009,-0.0133,-0.5493,-331.6040,103.5461,0.0487,1.9688,0.1177,-11.7798,-122.5433,-0.0153,-0.0132,-0.0049,-2.6558,-423.7823,6.0883,246.0938,0.1158,-0.0936,-0.9796,-0.0763,-1.6937,-0.5646
102411,0.1166,-0.0956,-0.9799,-0.1678,-1.7548,-0.4730,-2.6284,-3.9213,0.0488,246.0938,14.5416,-11.9476,-0.9799,-0.0009,-0.0140,-0.6409,-328.3081,-21.3928,0.0488,1.9688,0.1162,-11.7950,-122.7722,-0.0458,-0.0135,-0.0048,-2.6548,447.3724,6.1188,246.0938,0.1169,-0.0929,-0.9810,-0.2899,-1.7548,-0.5646
102890,0.1174,-0.0948,-0.9800,-0.1221,-1.6937,-0.5951,-2.6553,3.0792,0.0491,246.0938,14.5721,-11.7645,-0.9812,-0.0007,-0.0137,-0.5035,-328.3386,-150.2380,0.0491,1.9688,0.1171,-11.8713,-122.5586,-0.1068,-0.0132,-0.0050,-2.6267,322.4335,6.1493,246.0938,0.1174,-0.0948,-0.9806,-0.1984,-1.8005,-0.6714
103371,0.1163,-0.0935,-0.9792,-0.1373,-1.6632,-0.5646,-2.6270,2.0797,0.0493,246.0938,14.5874,-11.8713,-0.9810,-0.0009,-0.0132,-0.5951,-328.7354,-271.2708,0.0493,1.9688,0.1167,-11.8103,-122.6349,-0.1678,-0.0150,-0.0049,-2.6541,197.4945,6.1798,246.0938,0.1177,-0.0946,-0.9806,-0.2441,-1.5717,-0.4730
103850,0.1166,-0.0946,-0.9803,-0.1373,-1.5869,-0.5646,-2.6260,1.0802,0.0496,246.0938,14.6027,-11.8408,-0.9784,-0.0012,-0.0142,-0.5646,-331.7261,-396.2097,0.0496,1.9688,0.1182,-11.7188,-122.5739,-0.1526,-0.0127,-0.0046,-2.6550,72.5555,6.2103,246.0938,0.1169,-0.0947,-0.9792,-0.1068,-1.6632,-0.5188
104331,0.1166,-0.0940,-0.9807,-0.0916,-1.7548,-0.5951,-2.6270,0.1119,0.0498,246.0938,14.4806,-11.6730,-0.9790,-0.0018,-0.0150,-0.5493,-328.4912,478.8513,0.0498,1.9688,0.1177,-11.7798,-122.5891,-0.1373,-0.0143,-0.0051,-2.6260,-52.3834,6.2256,246.0938,0.1167,-0.0941,-0.9794,-0.2136,-1.6327,-0.6256
104810,0.1171,-0.0942,-0.9802,-0.1526,-1.6327,-0.4578,-2.6555,-0.9188,0.0499,246.0938,14.5569,-11.9629,-0.9806,-0.0013,-0.0139,-0.5493,-328.1860,353.9124,0.0500,1.9688,0.1160,-11.7950,-122.7875,-0.1068,-0.0143,-0.0061,-2.6560,-181.2286,6.2561,246.0938,0.1165,-0.0938,-0.9813,-0.1221,-1.7700,-0.4578
105291,0.1165,-0.0966,-0.9818,-0.1221,-1.7700,-0.5646,-2.6272,-1.8871,0.0502,246.0938,14.6637,-11.7798,-0.9796,-0.0013,-0.0144,-0.5798,-331.9702,228.9734,0.0503,1.9688,0.1171,-11.7188,-122.5586,-0.1526,-0.0133,-0.0042,-2.6252,-302.2614,6.2866,246.0938,0.1171,-0.0950,-0.9807,-0.1526,-1.7395,-0.6409
105770,0.1179,-0.0928,-0.9800,-0.1526,-1.6479,-0.5798,-2.6257,-2.9178,0.0504,246.0938,14.4653,-11.7645,-0.9805,-0.0007,-0.0135,-0.5646,-331.6040,104.0344,0.0505,1.9688,0.1165,-11.9171,-122.6044,-0.0916,-0.0135,-0.0049,-2.6257,-427.2003,6.3171,246.0938,0.1158,-0.0945,-0.9807,-0.2136,-1.7395,-0.6714
106250,0.1185,-0.0933,-0.9801,-0.2136,-1.7090,-0.5493,-2.6272,-3.8861,0.0507,246.0938,14.6790,-11.6272,-0.9814,-0.0010,-0.0132,-0.5951,-331.7871,-16.9983,0.0507,1.9688,0.1163,-11.7188,-122.5128,-0.1221,-0.0143,-0.0057,-2.6560,447.8607,6.3477,246.0938,0.1167,-0.0933,-0.9805,-0.1678,-1.8768,-0.4883
106730,0.1167,-0.0955,-0.9812,-0.1678,-1.5869,-0.5646,-2.6533,3.0831,0.0509,246.0938,14.5721,-11.8866,-0.9807,-0.0009,-0.0133,-0.6866,-331.5125,-145.8435,0.0509,1.9688,0.1171,-11.7340,-122.3602,-0.1526,-0.0137,-0.0044,-2.6267,322.9218,6.3782,246.0938,0.1188,-0.0950,-0.9802,-0.1373,-1.7853,-0.5646
107209,0.1173,-0.0951,-0.9805,-0.1068,-1.6937,-0.6256,-2.6255,2.1149,0.0511,246.0938,14.6637,-11.7340,-0.9807,-0.0011,-0.0140,-0.4883,-331.8176,-266.8762,0.0511,1.9688,0.1172,-11.7798,-122.4060,-0.0763,-0.0139,-0.0044,-2.6548,197.9828,6.4087,246.0938,0.1179,-0.0958,-0.9790,-0.1373,-1.7700,-0.5035
107690,0.1166,-0.0948,-0.9792,-0.0763,-1.6479,-0.6866,-2.6545,1.0841,0.0514,246.0938,14.5721,-11.7798,-0.9816,-0.0016,-0.0142,-0.5951,-328.2166,-395.7214,0.0514,1.9688,0.1173,-11.8561,-122.4976,-0.1678,-0.0137,-0.0049,-2.6521,73.0438,6.4392,246.0938,0.1179,-0.0944,-0.9803,-0.0763,-1.6937,-0.5951
108170,0.1179,-0.0941,-0.9790,-0.1068,-1.8005,-0.5493,-2.6252,0.1158,0.0516,246.0938,14.6637,-11.7493,-0.9799,-0.0011,-0.0144,-0.5798,-331.3904,483.2458,0.0516,1.9688,0.1179,-11.8561,-122.4213,-0.0305,-0.0135,-0.0050,-2.6267,-47.9889,6.4545,246.0938,0.1168,-0.0942,-0.9805,-0.1221,-1.6632,-0.5188
108650,0.1174,-0.0938,-0.9812,-0.1984,-1.7090,-0.5493,-2.6550,-0.9149,0.0518,246.0938,14.6942,-11.7950,-0.9801,-0.0002,-0.0144,-0.5951,-328.1555,354.4006,0.0519,1.9688,0.1173,-11.8256,-122.5891,-0.0305,-0.0145,-0.0054,-2.6270,-176.8341,6.4850,246.0938,0.1162,-0.0941,-0.9814,-0.2136,-1.7700,-0.6104
109130,0.1165,-0.0946,-0.9808,-0.1221,-1.7395,-0.5646,-2.6267,-1.9144,0.0520,246.0938,14.5874,-11.5662,-0.9811,-0.0002,-0.0142,-0.6104,-331.7566,233.3679,0.0521,1.9688,0.1160,-11.7493,-122.5739,-0.1678,-0.0133,-0.0042,-2.6550,-297.8668,6.5155,246.0938,0.1173,-0.0947,-0.9819,-0.1221,-1.6937,-0.6104
109610,0.1180,-0.0930,-0.9806,-0.1526,-1.6937,-0.6104,-2.6555,-2.9139,0.0522,246.0938,14.5111,-11.7188,-0.9814,-0.0013,-0.0135,-0.4730,-331.7566,104.5227,0.0524,1.9688,0.1177,-11.8256,-122.5128,-0.1373,-0.0134,-0.0044,-2.6541,-426.7120,6.5460,246.0938,0.1176,-0.0944,-0.9812,-0.1984,-1.6785,-0.5951
110090,0.1183,-0.0953,-0.9801,-0.1221,-1.7548,-0.6104,-2.6563,-3.9135,0.0525,246.0938,14.6332,-11.7950,-0.9816,-0.0006,-0.0140,-0.5188,-328.5828,-16.5100,0.0525,1.9688,0.1172,-11.7188,-122.5586,-0.1373,-0.0132,-0.0046,-2.6550,452.2552,6.5765,246.0938,0.1171,-0.0962,-0.9783,-0.2289,-1.8311,-0.6256
110571,0.1172,-0.0950,-0.9805,-0.1526,-1.7090,-0.6104,-2.6287,3.0870,0.0527,246.0938,14.4958,-11.7493,-0.9796,-0.0012,-0.0139,-0.5951,-331.8481,-145.3552,0.0527,1.9688,0.1167,-12.1155,-122.3602,-0.1526,-0.0140,-0.0046,-2.6292,323.4100,6.6071,246.0938,0.1185,-0.0955,-0.9827,-0.0763,-1.6174,-0.6714